,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AvgScore
56,male,group C,associate's degree,standard,completed,married,sometimes,no,2,school_bus,< 10,85,88,86,86.33333333
68,female,group A,associate's degree,standard,none,widowed,sometimes,no,1,school_bus,NotStated,83,100,97,93.33333333
84,female,group E,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,< 10,65,72,66,67.66666667
91,female,group B,master's degree,standard,completed,single,never,no,NotStated,private,< 10,88,93,97,92.66666667
114,male,group C,some college,standard,none,married,sometimes,no,NotStated,Others,> 10,83,73,65,73.66666667
140,male,group B,some high school,standard,none,married,sometimes,no,2,private,< 10,94,87,82,87.66666667
153,female,group C,associate's degree,free/reduced,NotStated,married,regularly,no,4,school_bus,< 10,64,90,86,80
157,male,group C,some high school,free/reduced,none,married,regularly,no,1,private,< 10,84,70,69,74.33333333
159,male,group B,some college,free/reduced,completed,married,sometimes,no,4,school_bus,< 5,64,68,74,68.66666667
180,male,group D,some high school,standard,none,divorced,sometimes,no,4,private,< 10,80,54,59,64.33333333
211,female,group E,associate's degree,standard,none,divorced,regularly,no,1,Others,< 10,79,95,87,87
289,female,group D,Others,standard,none,married,regularly,no,NotStated,school_bus,< 10,43,50,57,50
306,male,group D,high school,standard,completed,divorced,regularly,no,2,private,> 10,82,82,76,80
326,male,group E,some high school,standard,completed,married,regularly,no,1,private,< 10,89,74,74,79
338,female,group C,some high school,standard,completed,single,sometimes,no,NotStated,school_bus,< 5,75,82,83,80
350,female,group B,some high school,free/reduced,completed,married,sometimes,no,3,private,< 10,55,69,74,66
357,female,group B,Others,standard,NotStated,married,sometimes,no,1,private,< 10,49,51,50,50
407,male,group E,master's degree,free/reduced,none,single,sometimes,no,4,Others,< 5,52,33,37,40.66666667
422,male,group B,high school,free/reduced,completed,married,regularly,no,2,school_bus,< 10,63,77,66,68.66666667
436,male,group D,bachelor's degree,standard,completed,married,regularly,no,NotStated,school_bus,> 10,80,67,71,72.66666667
459,male,group C,associate's degree,standard,none,married,sometimes,no,2,private,< 5,79,83,81,81
472,female,group C,bachelor's degree,standard,none,single,sometimes,no,2,school_bus,< 5,76,73,66,71.66666667
475,female,group D,high school,standard,completed,married,regularly,no,2,school_bus,> 10,77,82,96,85
505,female,NotStated,some high school,free/reduced,none,married,regularly,no,3,private,< 5,36,48,46,43.33333333
509,female,group D,bachelor's degree,standard,none,married,never,no,1,school_bus,< 5,46,51,52,49.66666667
523,female,group B,associate's degree,standard,completed,single,regularly,no,2,school_bus,< 5,54,65,71,63.33333333
540,female,NotStated,some high school,standard,completed,married,sometimes,no,2,Others,> 10,71,80,81,77.33333333
552,male,group E,high school,free/reduced,completed,married,regularly,no,5,school_bus,NotStated,66,68,60,64.66666667
599,female,group C,some high school,standard,none,single,sometimes,no,3,private,< 10,51,58,55,54.66666667
642,female,group C,some college,standard,NotStated,single,never,no,1,school_bus,NotStated,73,77,78,76
668,female,group C,some high school,free/reduced,none,married,sometimes,no,2,school_bus,< 10,60,67,68,65
688,female,group D,some high school,standard,none,married,sometimes,no,4,private,< 5,88,87,89,88
733,female,group C,high school,standard,completed,married,sometimes,no,1,private,< 5,70,86,81,79
747,female,group E,master's degree,standard,none,divorced,never,no,4,private,< 5,94,97,95,95.33333333
778,female,group C,some college,standard,completed,single,sometimes,no,NotStated,school_bus,< 5,82,93,90,88.33333333
823,female,group C,some college,standard,none,single,never,no,4,school_bus,> 10,58,75,74,69
829,female,group B,high school,standard,none,married,regularly,no,2,school_bus,< 10,58,66,62,62
834,female,group A,some high school,standard,completed,married,regularly,no,1,private,< 5,57,67,65,63
835,female,group C,some college,standard,none,married,sometimes,no,1,private,< 5,76,77,83,78.66666667
869,female,group C,associate's degree,standard,none,married,regularly,no,2,private,< 10,54,69,63,62
875,female,group B,some high school,standard,completed,married,regularly,no,1,private,> 10,85,91,95,90.33333333
878,male,group B,some college,standard,completed,divorced,regularly,no,4,private,< 10,64,53,58,58.33333333
887,female,group C,high school,standard,none,married,sometimes,no,5,private,> 10,57,69,67,64.33333333
905,male,group A,high school,standard,none,married,regularly,no,1,school_bus,< 10,80,70,60,70
911,female,group D,high school,standard,none,single,sometimes,no,3,school_bus,< 10,59,69,68,65.33333333
916,female,NotStated,associate's degree,free/reduced,completed,single,never,no,3,private,< 5,66,84,78,76
938,female,group D,some college,free/reduced,none,married,sometimes,no,3,private,> 10,64,77,69,70
941,female,group B,high school,free/reduced,completed,divorced,sometimes,no,1,Others,< 10,51,72,70,64.33333333
949,female,group B,associate's degree,standard,none,married,sometimes,no,1,school_bus,> 10,72,83,77,77.33333333
981,female,group C,some college,free/reduced,none,single,sometimes,no,3,school_bus,> 10,54,63,64,60.33333333
984,female,group D,Others,free/reduced,none,single,sometimes,no,NotStated,private,< 10,51,58,59,56
993,male,group D,some college,standard,completed,married,regularly,no,1,private,< 10,85,73,74,77.33333333
24,female,group E,high school,standard,completed,single,sometimes,no,2,private,< 5,80,90,89,86.33333333
45,male,group C,associate's degree,standard,completed,single,sometimes,no,2,private,< 10,77,74,77,76
56,female,group B,bachelor's degree,standard,none,married,sometimes,no,NotStated,school_bus,> 10,55,54,60,56.33333333
95,male,NotStated,bachelor's degree,standard,completed,divorced,never,no,1,school_bus,NotStated,87,84,80,83.66666667
100,male,group C,high school,standard,none,married,sometimes,no,1,school_bus,< 10,73,72,61,68.66666667
137,female,group C,master's degree,standard,none,NotStated,sometimes,no,1,private,< 10,68,76,75,73
141,female,group D,associate's degree,standard,completed,divorced,sometimes,no,2,private,< 5,96,98,98,97.33333333
154,female,group C,master's degree,standard,completed,divorced,sometimes,no,4,school_bus,< 5,63,74,71,69.33333333
160,female,group D,some high school,free/reduced,none,single,regularly,no,1,private,< 10,57,68,64,63
167,male,group C,some college,free/reduced,none,married,regularly,no,3,Others,> 10,65,56,55,58.66666667
169,male,group D,Others,standard,NotStated,married,regularly,no,1,school_bus,< 5,66,60,59,61.66666667
181,male,group E,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,75,63,59,65.66666667
182,female,NotStated,some college,standard,completed,married,regularly,no,2,school_bus,< 5,68,87,88,81
208,female,group D,some high school,free/reduced,none,married,regularly,no,2,school_bus,< 5,46,52,53,50.33333333
210,male,group D,some college,standard,none,married,regularly,no,4,school_bus,< 5,73,69,68,70
225,female,group B,some high school,standard,none,single,never,no,NotStated,Others,< 10,45,57,49,50.33333333
234,male,NotStated,bachelor's degree,standard,none,single,regularly,no,3,school_bus,< 5,85,86,80,83.66666667
260,male,group E,high school,standard,completed,single,sometimes,no,2,private,< 10,96,97,90,94.33333333
307,female,group E,some high school,standard,completed,single,sometimes,no,2,private,< 10,56,68,71,65
352,male,group A,some high school,free/reduced,none,married,NotStated,no,2,private,< 5,68,63,57,62.66666667
414,male,group B,Others,standard,none,married,regularly,no,2,Others,NotStated,50,46,43,46.33333333
416,female,group C,associate's degree,free/reduced,completed,married,regularly,no,1,school_bus,< 5,68,82,79,76.33333333
442,female,group C,some high school,standard,NotStated,divorced,regularly,no,3,Others,NotStated,31,40,37,36
470,male,group C,bachelor's degree,standard,none,married,sometimes,no,1,private,< 10,66,57,57,60
489,female,group C,master's degree,free/reduced,completed,single,sometimes,no,3,school_bus,< 10,69,85,86,80
525,female,group C,high school,standard,none,married,sometimes,no,2,school_bus,> 10,49,64,61,58
527,female,NotStated,high school,standard,completed,married,regularly,no,3,private,> 10,79,78,83,80
529,male,group C,some high school,free/reduced,none,single,sometimes,no,1,school_bus,< 10,61,54,48,54.33333333
534,female,group C,master's degree,standard,completed,married,sometimes,no,2,private,< 10,52,64,63,59.66666667
574,male,group E,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,< 10,100,78,83,87
576,female,group E,bachelor's degree,standard,completed,single,sometimes,no,1,school_bus,< 10,53,60,61,58
593,female,group C,high school,free/reduced,completed,married,sometimes,no,2,private,< 5,48,65,63,58.66666667
647,female,group C,some college,standard,none,married,never,no,5,school_bus,> 10,50,58,55,54.33333333
654,male,group C,associate's degree,free/reduced,none,single,sometimes,no,NotStated,private,NotStated,60,58,59,59
704,female,group E,some college,free/reduced,none,married,sometimes,no,1,school_bus,< 10,70,76,75,73.66666667
709,female,NotStated,high school,free/reduced,completed,divorced,regularly,no,2,school_bus,< 5,42,56,62,53.33333333
735,male,group B,some high school,free/reduced,completed,NotStated,never,no,1,school_bus,< 10,56,55,49,53.33333333
741,female,group C,high school,free/reduced,none,single,regularly,no,2,school_bus,> 10,43,56,54,51
750,male,group B,some college,standard,none,divorced,sometimes,no,1,school_bus,< 10,71,72,65,69.33333333
808,male,group C,some high school,standard,none,married,regularly,no,2,school_bus,< 10,63,50,44,52.33333333
814,male,group A,associate's degree,standard,none,single,sometimes,no,1,school_bus,< 10,59,59,56,58
822,male,group C,some college,standard,none,married,regularly,no,3,Others,< 5,83,85,79,82.33333333
828,male,group C,high school,free/reduced,none,married,sometimes,no,5,school_bus,> 10,51,50,42,47.66666667
829,male,group C,some high school,standard,none,married,sometimes,no,3,school_bus,< 10,66,57,60,61
832,male,NotStated,some high school,standard,completed,married,sometimes,no,3,school_bus,< 10,83,74,66,74.33333333
834,female,group D,associate's degree,standard,none,married,regularly,no,3,private,< 10,72,75,83,76.66666667
836,male,group E,high school,standard,NotStated,married,regularly,no,2,school_bus,< 10,92,81,78,83.66666667
845,female,group E,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,< 5,85,96,93,91.33333333
857,female,group E,some high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,< 10,74,88,79,80.33333333
872,male,group D,some high school,standard,completed,married,sometimes,no,1,school_bus,< 5,78,75,80,77.66666667
873,male,group A,some college,free/reduced,none,divorced,never,no,2,school_bus,< 5,65,68,66,66.33333333
895,female,group B,high school,free/reduced,none,married,never,no,2,private,< 5,43,60,64,55.66666667
914,male,group D,high school,free/reduced,none,married,sometimes,no,1,school_bus,< 10,65,52,53,56.66666667
916,male,group C,some college,free/reduced,none,divorced,sometimes,no,2,private,< 10,70,67,67,68
970,male,group A,high school,standard,none,widowed,regularly,no,4,school_bus,< 10,78,65,58,67
982,female,group A,some high school,standard,none,married,sometimes,no,1,private,< 10,57,66,62,61.66666667
7,male,group C,Others,free/reduced,none,married,sometimes,no,4,Others,> 10,60,61,53,58
13,female,group C,high school,standard,none,married,regularly,no,2,private,< 10,63,72,69,68
22,male,group D,some college,standard,none,single,never,no,2,school_bus,< 5,79,73,74,75.33333333
40,female,group E,some college,standard,none,married,sometimes,no,2,school_bus,< 5,43,49,48,46.66666667
44,male,group E,some college,standard,none,NotStated,sometimes,no,2,private,< 10,91,88,82,87
52,female,group E,associate's degree,standard,completed,married,regularly,no,2,school_bus,< 10,63,63,65,63.66666667
65,male,group E,some high school,standard,none,single,sometimes,no,5,school_bus,< 10,88,76,71,78.33333333
68,male,group A,some high school,standard,none,single,sometimes,no,4,Others,> 10,64,62,53,59.66666667
81,male,group B,some college,standard,none,married,sometimes,no,2,school_bus,< 10,62,67,60,63
82,female,group D,high school,standard,NotStated,single,regularly,no,1,school_bus,< 10,43,59,65,55.66666667
99,female,group B,associate's degree,standard,none,single,regularly,no,1,school_bus,< 5,45,48,53,48.66666667
158,male,group C,bachelor's degree,standard,completed,NotStated,regularly,no,3,school_bus,< 10,66,55,57,59.33333333
164,female,group B,high school,standard,none,NotStated,regularly,no,4,school_bus,NotStated,36,47,52,45
166,male,group D,high school,standard,completed,married,sometimes,no,3,private,> 10,92,87,89,89.33333333
173,female,group B,some high school,standard,none,divorced,regularly,no,3,school_bus,NotStated,70,78,80,76
180,female,group C,associate's degree,standard,none,married,regularly,no,2,school_bus,< 5,67,77,71,71.66666667
183,male,group D,some college,standard,completed,divorced,sometimes,no,1,private,< 5,90,97,92,93
202,female,group B,some high school,free/reduced,none,single,regularly,no,1,school_bus,< 10,65,79,75,73
253,female,group D,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,< 10,63,72,80,71.66666667
261,female,group B,some college,free/reduced,completed,married,never,no,5,private,< 5,43,65,61,56.33333333
328,male,NotStated,high school,standard,completed,single,sometimes,no,3,school_bus,< 10,92,87,88,89
337,female,group D,some high school,standard,none,married,regularly,no,NotStated,school_bus,< 10,48,62,62,57.33333333
356,female,group E,associate's degree,standard,none,single,regularly,no,1,private,< 5,77,74,72,74.33333333
379,female,group B,high school,standard,completed,single,sometimes,no,4,private,< 10,72,86,85,81
387,female,group D,high school,free/reduced,none,single,regularly,no,1,private,< 10,50,62,67,59.66666667
423,female,group B,some college,standard,none,single,regularly,no,2,private,< 5,49,58,55,54
436,male,group C,bachelor's degree,standard,none,married,regularly,no,3,school_bus,< 10,66,71,69,68.66666667
443,female,group C,high school,standard,completed,married,regularly,no,2,private,NotStated,78,77,86,80.33333333
516,female,group C,some high school,standard,none,married,never,no,2,school_bus,< 10,58,65,63,62
594,female,group A,some college,standard,none,divorced,sometimes,no,1,private,< 5,59,71,63,64.33333333
599,male,group C,some high school,free/reduced,NotStated,married,regularly,no,1,private,< 10,28,39,31,32.66666667
618,male,group B,some high school,free/reduced,NotStated,single,sometimes,no,2,private,< 5,39,43,33,38.33333333
620,female,group A,associate's degree,free/reduced,none,married,regularly,no,5,school_bus,< 10,43,58,56,52.33333333
628,female,group A,bachelor's degree,standard,completed,NotStated,sometimes,no,1,school_bus,< 10,84,91,96,90.33333333
642,male,group D,some high school,free/reduced,completed,divorced,sometimes,no,5,school_bus,< 5,53,55,56,54.66666667
662,female,group E,some high school,free/reduced,none,single,sometimes,no,1,school_bus,< 5,56,71,69,65.33333333
680,male,group E,high school,standard,completed,married,sometimes,no,2,private,< 10,81,71,74,75.33333333
682,male,NotStated,some college,standard,none,married,sometimes,no,3,private,< 10,61,47,44,50.66666667
692,female,group B,bachelor's degree,standard,completed,single,sometimes,no,3,school_bus,< 5,75,86,88,83
697,male,group D,high school,standard,none,divorced,never,no,1,school_bus,> 10,63,68,57,62.66666667
733,female,group A,Others,free/reduced,completed,divorced,regularly,no,1,school_bus,< 5,43,54,65,54
755,male,NotStated,high school,standard,none,married,sometimes,no,1,private,< 10,44,40,37,40.33333333
767,male,group C,Others,free/reduced,completed,married,sometimes,no,NotStated,school_bus,< 10,55,61,50,55.33333333
770,male,group C,associate's degree,free/reduced,none,married,sometimes,no,4,private,< 10,57,60,55,57.33333333
775,male,group D,some college,free/reduced,completed,married,sometimes,no,2,private,< 10,69,70,74,71
777,male,group C,master's degree,free/reduced,none,single,regularly,no,1,Others,< 5,59,48,53,53.33333333
823,male,group C,some high school,free/reduced,completed,divorced,sometimes,no,1,private,> 10,47,39,40,42
855,male,group C,associate's degree,standard,completed,NotStated,regularly,no,3,private,< 5,72,62,64,66
864,male,group C,Others,standard,none,married,sometimes,no,1,school_bus,< 10,62,57,55,58
904,female,group D,some college,free/reduced,none,married,sometimes,no,1,school_bus,> 10,66,61,59,62
909,male,group B,some college,standard,completed,divorced,sometimes,no,2,private,< 5,51,55,54,53.33333333
956,male,group D,some high school,standard,NotStated,divorced,regularly,no,2,private,< 5,60,55,55,56.66666667
968,female,group B,some high school,standard,completed,single,sometimes,no,2,school_bus,< 10,53,75,74,67.33333333
970,female,group C,some college,standard,NotStated,married,regularly,no,3,school_bus,< 5,64,79,80,74.33333333
984,male,group E,associate's degree,standard,completed,married,sometimes,no,3,school_bus,> 10,57,64,64,61.66666667
28,male,group D,some college,standard,none,married,sometimes,no,3,private,< 10,79,74,77,76.66666667
44,male,NotStated,Others,standard,none,married,sometimes,no,1,private,> 10,98,80,84,87.33333333
70,female,group C,high school,standard,none,single,never,no,1,school_bus,< 5,56,72,69,65.66666667
105,male,group D,high school,standard,completed,married,sometimes,no,4,school_bus,> 10,95,87,78,86.66666667
108,male,group D,Others,standard,completed,married,sometimes,no,1,school_bus,< 5,85,77,85,82.33333333
130,male,group D,associate's degree,standard,NotStated,married,sometimes,no,5,school_bus,< 10,90,85,82,85.66666667
138,female,group D,high school,standard,none,divorced,never,no,1,Others,< 10,73,81,81,78.33333333
187,male,group C,high school,free/reduced,none,married,sometimes,no,3,private,< 10,77,66,66,69.66666667
208,female,group A,some college,standard,completed,married,regularly,no,3,Others,< 5,81,94,94,89.66666667
221,female,group C,some college,standard,none,divorced,sometimes,no,4,private,< 10,54,70,70,64.66666667
230,male,NotStated,bachelor's degree,free/reduced,none,single,regularly,no,1,school_bus,> 10,61,62,57,60
232,female,group E,some high school,free/reduced,none,widowed,regularly,no,3,private,< 10,49,56,52,52.33333333
239,male,group C,some college,standard,none,married,never,no,5,Others,> 10,72,66,63,67
240,female,group C,associate's degree,standard,none,single,regularly,no,2,school_bus,< 5,67,83,74,74.66666667
252,female,group D,some college,standard,completed,single,sometimes,no,1,private,< 10,87,92,99,92.66666667
259,female,group D,high school,standard,completed,married,sometimes,no,3,school_bus,< 10,84,87,98,89.66666667
325,female,group B,some college,free/reduced,none,married,regularly,no,3,school_bus,< 10,56,57,59,57.33333333
328,female,group B,associate's degree,standard,none,married,regularly,no,1,school_bus,NotStated,69,69,68,68.66666667
340,female,group D,high school,standard,none,married,regularly,no,1,private,< 10,67,77,68,70.66666667
355,female,group C,some high school,free/reduced,completed,married,never,no,2,private,< 5,45,61,62,56
374,female,group B,some college,standard,none,married,sometimes,no,4,school_bus,< 10,73,81,81,78.33333333
483,male,group B,some high school,free/reduced,completed,married,sometimes,no,4,private,< 10,68,75,68,70.33333333
512,female,group B,associate's degree,free/reduced,none,married,sometimes,no,3,Others,< 10,53,67,67,62.33333333
532,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,2,private,< 10,51,72,69,64
536,female,group B,some college,standard,none,married,regularly,no,3,school_bus,< 10,81,88,87,85.33333333
564,female,group E,associate's degree,standard,none,single,sometimes,no,1,private,< 10,70,76,72,72.66666667
653,male,group C,high school,standard,none,married,sometimes,no,4,school_bus,> 10,65,54,56,58.33333333
699,female,group C,some high school,standard,none,married,never,no,2,school_bus,< 5,66,78,72,72
715,female,group C,high school,standard,none,married,never,no,3,Others,< 5,41,55,47,47.66666667
723,female,group C,high school,free/reduced,none,single,regularly,no,2,private,< 10,72,74,74,73.33333333
734,male,group D,some high school,standard,none,married,regularly,no,1,private,> 10,61,52,47,53.33333333
771,female,group C,some high school,standard,none,single,never,no,2,school_bus,> 10,37,46,44,42.33333333
785,female,group C,master's degree,standard,none,divorced,sometimes,no,2,school_bus,< 10,73,85,77,78.33333333
805,male,group C,high school,standard,completed,divorced,sometimes,no,1,private,> 10,61,62,64,62.33333333
810,male,group C,some college,standard,completed,married,regularly,no,1,private,< 10,86,78,84,82.66666667
828,male,group B,some high school,standard,none,married,sometimes,no,2,school_bus,< 10,89,84,78,83.66666667
829,female,group D,Others,standard,none,single,sometimes,no,2,school_bus,< 10,80,85,87,84
831,male,group B,associate's degree,standard,none,divorced,sometimes,no,3,school_bus,< 5,71,69,67,69
834,male,group C,some college,standard,completed,divorced,never,no,2,school_bus,> 10,79,75,76,76.66666667
867,female,group D,some college,free/reduced,none,married,sometimes,no,5,private,< 10,55,70,65,63.33333333
885,male,group B,high school,free/reduced,completed,married,never,no,2,private,< 10,49,50,53,50.66666667
892,female,group B,some high school,standard,none,single,regularly,no,2,private,< 5,82,82,87,83.66666667
895,male,group C,associate's degree,standard,none,divorced,sometimes,no,3,Others,< 10,69,70,65,68
919,male,NotStated,bachelor's degree,free/reduced,NotStated,single,never,no,2,private,< 10,68,69,63,66.66666667
947,male,group D,Others,standard,none,single,sometimes,no,2,Others,< 10,73,73,66,70.66666667
954,female,group C,associate's degree,standard,completed,married,NotStated,no,1,private,< 10,65,79,80,74.66666667
964,male,NotStated,associate's degree,standard,none,single,sometimes,no,1,school_bus,< 5,69,61,56,62
978,female,group D,some high school,free/reduced,none,married,sometimes,no,2,private,< 10,56,60,61,59
24,female,group D,some college,free/reduced,none,married,sometimes,no,5,school_bus,< 5,47,63,55,55
27,female,group C,associate's degree,standard,completed,single,regularly,no,NotStated,school_bus,< 10,70,74,76,73.33333333
42,male,group E,some high school,standard,completed,single,sometimes,no,1,school_bus,< 5,95,90,81,88.66666667
57,female,group E,some college,standard,completed,NotStated,NotStated,no,1,school_bus,< 5,71,79,87,79
73,female,group B,some college,free/reduced,completed,married,regularly,no,4,school_bus,< 10,61,76,70,69
94,male,group B,master's degree,free/reduced,none,married,sometimes,no,1,school_bus,< 10,74,90,82,82
137,female,group E,bachelor's degree,free/reduced,none,married,regularly,no,1,school_bus,< 10,87,95,91,91
170,male,group D,high school,free/reduced,completed,married,NotStated,no,1,school_bus,< 10,75,75,74,74.66666667
172,female,group B,some college,standard,none,single,regularly,no,3,school_bus,> 10,83,84,85,84
184,male,group C,high school,standard,none,married,regularly,no,2,Others,< 5,74,61,58,64.33333333
231,male,group D,high school,free/reduced,NotStated,married,sometimes,no,2,school_bus,< 5,57,65,59,60.33333333
262,female,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,< 10,63,72,73,69.33333333
295,female,group A,high school,free/reduced,none,married,sometimes,no,3,Others,< 5,67,84,80,77
314,male,group B,some college,standard,none,single,regularly,no,2,school_bus,< 10,47,45,42,44.66666667
337,female,group A,some high school,free/reduced,none,single,NotStated,no,1,school_bus,NotStated,48,58,50,52
394,female,group C,Others,standard,none,married,sometimes,no,2,private,< 10,53,58,60,57
403,female,group B,some high school,free/reduced,none,married,regularly,no,3,school_bus,< 5,54,58,59,57
413,male,NotStated,some college,standard,none,divorced,regularly,no,NotStated,school_bus,> 10,94,82,83,86.33333333
428,female,group C,bachelor's degree,free/reduced,NotStated,divorced,sometimes,no,2,school_bus,< 5,43,47,49,46.33333333
429,male,group A,some high school,free/reduced,none,married,regularly,no,2,school_bus,< 10,61,58,54,57.66666667
481,male,group D,some college,standard,none,married,regularly,no,3,Others,> 10,76,67,70,71
520,female,group B,some college,free/reduced,completed,married,sometimes,no,1,school_bus,< 10,57,69,68,64.66666667
565,male,group C,some college,free/reduced,none,married,never,no,3,private,< 10,66,73,60,66.33333333
576,female,group E,Others,standard,completed,married,regularly,no,1,school_bus,< 10,85,95,100,93.33333333
660,female,group B,associate's degree,free/reduced,none,married,regularly,no,1,private,< 10,45,53,46,48
674,female,group E,master's degree,standard,none,divorced,sometimes,no,2,private,< 10,72,64,70,68.66666667
677,female,group D,some high school,standard,none,single,sometimes,no,1,school_bus,< 5,62,69,65,65.33333333
714,male,group D,some college,free/reduced,completed,widowed,sometimes,no,1,school_bus,< 10,43,42,43,42.66666667
715,male,group D,some college,free/reduced,none,married,sometimes,no,4,school_bus,< 10,67,70,72,69.66666667
720,male,group D,associate's degree,standard,none,married,never,no,1,school_bus,< 5,81,86,82,83
721,female,group E,some high school,standard,none,single,regularly,no,1,school_bus,< 10,79,82,79,80
736,male,group E,high school,free/reduced,none,married,sometimes,no,1,school_bus,< 10,73,68,61,67.33333333
766,male,group B,master's degree,standard,none,divorced,regularly,no,4,school_bus,< 10,71,56,60,62.33333333
785,male,group C,some college,free/reduced,none,married,sometimes,no,3,private,< 10,49,35,34,39.33333333
816,male,group B,some college,standard,none,divorced,regularly,no,1,school_bus,< 10,92,72,72,78.66666667
822,male,group D,master's degree,standard,completed,married,never,no,3,private,< 5,77,78,81,78.66666667
854,male,group D,some high school,standard,completed,single,regularly,no,5,private,> 10,69,66,73,69.33333333
856,male,group D,high school,free/reduced,none,married,never,no,1,school_bus,< 5,64,68,64,65.33333333
871,female,group E,associate's degree,standard,none,married,sometimes,no,1,Others,< 5,83,87,85,85
906,male,group B,some high school,standard,none,married,sometimes,no,4,school_bus,> 10,64,62,54,60
918,female,group C,some high school,standard,none,married,sometimes,no,2,school_bus,< 5,60,65,61,62
922,male,group E,associate's degree,standard,none,married,never,no,4,school_bus,< 5,56,55,45,52
928,female,group A,some college,standard,none,married,sometimes,no,3,school_bus,< 10,52,65,70,62.33333333
938,female,group C,some college,standard,none,married,regularly,no,2,school_bus,< 5,76,90,89,85
943,male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,< 5,39,46,38,41
944,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,5,private,< 10,44,54,59,52.33333333
950,male,NotStated,some high school,standard,none,married,sometimes,no,1,school_bus,< 5,64,55,51,56.66666667
954,male,group D,high school,free/reduced,none,married,sometimes,no,3,private,< 10,51,58,49,52.66666667
956,male,group C,some high school,free/reduced,completed,divorced,regularly,no,2,private,< 5,58,64,60,60.66666667
961,male,group C,high school,standard,none,married,never,no,2,school_bus,< 5,53,56,48,52.33333333
985,male,group D,high school,standard,none,single,sometimes,no,2,private,< 10,80,64,66,70
22,female,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,< 5,43,57,54,51.33333333
23,female,group E,high school,free/reduced,none,married,sometimes,no,1,private,< 10,77,87,83,82.33333333
29,female,group D,associate's degree,standard,completed,married,regularly,no,4,school_bus,> 10,81,75,89,81.66666667
68,male,group C,master's degree,standard,completed,married,sometimes,no,4,school_bus,< 10,70,65,66,67
72,female,group C,associate's degree,standard,none,divorced,sometimes,no,1,private,< 5,77,96,94,89
99,female,group E,associate's degree,standard,none,married,sometimes,no,4,school_bus,< 10,92,100,98,96.66666667
115,male,group A,high school,free/reduced,completed,married,never,no,4,school_bus,< 5,68,67,57,64
126,male,group C,high school,standard,completed,divorced,sometimes,no,5,school_bus,< 10,66,58,55,59.66666667
132,male,group E,associate's degree,standard,completed,married,regularly,no,3,private,< 5,87,73,77,79
147,male,group E,master's degree,standard,none,married,never,no,1,school_bus,< 10,97,97,100,98
175,male,group A,bachelor's degree,standard,completed,married,sometimes,no,1,private,< 10,76,67,64,69
181,male,group D,master's degree,standard,none,married,sometimes,no,3,school_bus,< 5,76,76,75,75.66666667
202,male,group E,some college,standard,none,married,never,no,4,school_bus,NotStated,81,75,73,76.33333333
207,female,group C,some high school,standard,completed,single,sometimes,no,1,private,< 5,69,76,80,75
212,male,group C,associate's degree,standard,none,divorced,regularly,no,5,private,< 10,79,83,76,79.33333333
214,female,group D,Others,standard,none,widowed,never,no,1,school_bus,< 10,72,66,72,70
230,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,1,school_bus,< 10,83,95,94,90.66666667
233,female,group B,associate's degree,standard,completed,divorced,regularly,no,2,school_bus,< 5,95,99,100,98
234,female,group C,bachelor's degree,standard,none,single,regularly,no,3,private,< 10,69,73,71,71
243,female,group C,some college,standard,none,divorced,sometimes,no,2,private,< 5,45,53,50,49.33333333
255,male,group B,associate's degree,standard,none,married,sometimes,no,3,private,< 5,85,82,82,83
290,male,group D,high school,standard,none,married,sometimes,no,1,school_bus,< 10,84,75,68,75.66666667
293,female,group C,associate's degree,free/reduced,none,widowed,sometimes,no,4,Others,< 5,31,44,43,39.33333333
295,female,group D,associate's degree,standard,completed,single,never,no,1,private,< 10,79,92,93,88
300,male,group B,some high school,free/reduced,none,married,regularly,no,1,private,< 10,37,38,31,35.33333333
309,female,group B,associate's degree,free/reduced,none,married,regularly,no,1,Others,> 10,35,48,44,42.33333333
322,male,group B,some college,free/reduced,none,divorced,sometimes,no,2,school_bus,< 10,52,51,47,50
339,female,group E,some college,free/reduced,completed,married,regularly,no,2,school_bus,< 5,85,87,84,85.33333333
342,female,group D,associate's degree,standard,none,married,sometimes,no,2,school_bus,< 10,80,91,86,85.66666667
386,female,group B,master's degree,free/reduced,completed,married,regularly,no,3,private,< 5,50,75,65,63.33333333
409,male,group D,associate's degree,standard,none,single,regularly,no,3,school_bus,< 10,67,68,65,66.66666667
412,female,group B,high school,standard,none,single,regularly,no,1,school_bus,< 10,74,89,87,83.33333333
422,female,group E,some college,free/reduced,none,married,sometimes,no,2,school_bus,< 10,65,79,77,73.66666667
